Fecha;Codigo;Producto;Tipo;Cantidad;Unidad;Usuario;Ajuste
2026-02-06;001-001-00049;Saborizante Vainilla En Polvo Florarom;Salida;52;gr;jennys_contabilidad;-52
2026-02-06;003-014-00003;Funda Pequeña Café Shopping Bag;Salida;1;uni;jennys_contabilidad;-1
2026-02-06;005-000-00237;Pads Te Verde Fiorana;Salida;95;uni;jennys_contabilidad;-95
2026-02-06;004-000-00401;Azucar;Salida;895;gr;jennys_contabilidad;-895
2026-02-06;004-000-00403;Acido Citrico;Salida;5;gr;jennys_contabilidad;-5
2026-02-06;004-000-00303;Fosfato Tricalcio;Salida;2;gr;jennys_contabilidad;-2
2026-02-06;004-000-00395;Colorante Rojo Florarom;Salida;1;gr;jennys_contabilidad;-1
2026-02-06;004-000-00228;Malva Olorosa Turucucho;Salida;1680;gr;jennys_contabilidad;-1680
2026-02-06;004-000-00243;Manzanilla Pucara;Salida;500;gr;jennys_contabilidad;-500
2026-02-06;004-000-00177;Esencia Rosas Ile;Salida;28;gr;jennys_contabilidad;-28
2026-02-06;004-000-00314;Saborizante Rosas En Polvo;Salida;97;gr;jennys_contabilidad;-97
2026-02-06;001-001-00084;jengibre en polvo dona janna;Salida;3115;gr;jennys_contabilidad;-3115
2026-02-06;001-001-00083;soluble toronja y mandarina kfc;Salida;1231;gr;jennys_contabilidad;-1231
2026-02-06;004-000-00139;Anis Pequeno Dona Janna;Salida;321;gr;jennys_contabilidad;-321
2026-02-06;005-000-00066;Blends Butterfly;Salida;20;gr;jennys_contabilidad;-20
2026-02-06;003-001-00098;Blends Earl Grey;Salida;467;gr;jennys_contabilidad;-467
2026-02-06;004-000-00240;Cedron Aromas;Salida;274;gr;jennys_contabilidad;-274
2026-02-06;003-001-00324;Blends Berry Berry;Salida;588;gr;jennys_contabilidad;-588
2026-02-06;004-000-00251;Te Verde Importado;Salida;425;gr;jennys_contabilidad;-425
2026-02-06;001-003-00073;Rollos Para Sachets Nuevos Amarillos Tippytea;Salida;1063;uni;jennys_contabilidad;-1063
2026-02-06;001-003-00084;Rollos Tippytea;Salida;5000;uni;jennys_contabilidad;-5000
2026-02-06;001-003-00163;Cartones 178314 (71 Cajas Grandes);Salida;1;uni;jennys_contabilidad;-1
2026-02-06;003-021-00243;Piramides Sachet Berry Berry;Salida;0;uni;jennys_contabilidad;0
2026-02-06;003-021-00243;Piramides Sachet Berry Berry;Salida;5;uni;jennys_contabilidad;-5
2026-02-06;001-003-00073;Rollos Para Sachets Nuevos Amarillos Tippytea;Salida;59;uni;jennys_contabilidad;-59
2026-02-06;003-021-00239;Piramides Sachet Green Tea;Salida;8;uni;jennys_contabilidad;-8
2026-02-06;003-021-00238;Piramides Sachet Earl Grey;Entrada;5;uni;jennys_contabilidad;5
2026-02-06;003-021-00246;Piramide Sachet Cedron;Salida;4;uni;jennys_contabilidad;-4
2026-02-06;004-000-00265;Remolacha En Polvo Importada;Salida;386;gr;jennys_contabilidad;-386
2026-02-06;004-000-00266;Fresa En Polvo Importada;Salida;243;gr;jennys_contabilidad;-243
2026-02-06;004-000-00268;Piatahaya En Polvo Importada;Salida;96;gr;jennys_contabilidad;-96
2026-02-06;004-000-00269;Mora En Polvo Importada;Salida;105;gr;jennys_contabilidad;-105
2026-02-06;004-000-00339;Saborizante Frutos Rojos Polvo Adiqmat;Salida;39;gr;jennys_contabilidad;-39
2026-02-06;001-001-00049;Saborizante Vainilla En Polvo Florarom;Salida;70;gr;jennys_contabilidad;-70
2026-02-06;004-000-00250;Matcha Culinario Importado;Salida;51;gr;jennys_contabilidad;-51
2026-02-06;004-000-00401;Azucar;Salida;72722;gr;jennys_contabilidad;-72722
2026-02-06;004-000-00248;Jamaica Importada;Salida;3238;gr;jennys_contabilidad;-3238
2026-02-06;004-000-00403;Acido Citrico;Salida;1620;gr;jennys_contabilidad;-1620
2026-02-06;004-000-00124;Citrato De Sodio;Salida;810;gr;jennys_contabilidad;-810
2026-02-06;004-000-00375;Saborizante Cereza En Polvo;Salida;824;gr;jennys_contabilidad;-824
2026-02-06;004-000-00328;Saborizante Arandano En Polvo;Salida;811;gr;jennys_contabilidad;-811
2026-02-06;004-000-00388;Saborizante Fresa Natural En Polvo;Salida;812;gr;jennys_contabilidad;-812
2026-02-06;004-000-00303;Fosfato Tricalcio;Salida;162;gr;jennys_contabilidad;-162
2026-02-06;004-000-00126;Stevia En Polvo Florarom;Salida;17;gr;jennys_contabilidad;-17
2026-02-06;004-000-00415;Colorante Pupple 20gr;Salida;10;uni;jennys_contabilidad;-10
